Iteration                Wall_Time                Samples                  Total_FPS                Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Loss                     Critic_Loss              Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Disc_Loss                Disc_Grad_Penalty        Disc_Agent_Acc           Disc_Demo_Acc            Disc_Agent_Logit         Disc_Demo_Logit          Disc_Logit_Loss          Disc_Weight_Decay        Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Collection_Time          Backward_Time            Exp_Prob                 
250                      0.229202919933531        32899072                 17405.699431271027       4.983273983001709        27.11670684814453        9340                     4.841829776763916        26.557376861572266       120937                   5.3647308349609375       1.0102709531784058       0.0004211532068438828    0.02256011962890625      0.9998146891593933       0.0                      0.8708076477050781       0.03529604151844978      0.8997116088867188       1.0                      -2.0440211296081543      1.4427379369735718       41.84133529663086        459.601806640625         0.023513110354542732     1.0069299936294556       0.49078816175460815      0.5964354276657104       1.860358715057373        1.126286506652832        1.0                      
275                      0.25244688166512386      36175872                 16531.093007411084       5.185820579528809        28.042280197143555       9460                     4.971662998199463        27.24842643737793        117842                   4.9503326416015625       0.9179534912109375       -0.00040998985059559345  0.023590087890625        0.9996280670166016       0.0                      0.8065580725669861       0.031936269253492355     0.8995910882949829       1.0                      -2.0520896911621094      1.4385885000228882       37.11576461791992        452.96148681640625       -0.016616851091384888    0.9596100449562073       0.4841756522655487       0.5943193435668945       1.8946423530578613       1.1038215160369873       1.0                      
300                      0.27627116170194416      39452672                 14417.83165679131        5.864629745483398        30.209447860717773       11941                    5.198109149932861        28.019332885742188       114614                   4.6656012535095215       0.9158524870872498       4.650540722650476e-05    0.02654418908059597      0.9997275471687317       0.0                      0.7499404549598694       0.029264135286211967     0.8996841311454773       1.0                      -2.0928099155426025      1.4493509531021118       32.99620819091797        447.2445373535156        -0.011363410390913486    0.9581380486488342       0.48499077558517456      0.6020312905311584       1.913468837738037        1.1106724739074707       1.0                      
325                      0.2992253151204851       42729472                 16586.935983401352       5.944420337677002        30.808088302612305       8827                     5.359494686126709        28.910842895507812       111005                   4.413543224334717        0.9005603194236755       -0.00032914275652728975  0.02881927601993084      1.0001553297042847       0.0                      0.7026624083518982       0.027325963601469994     0.9040588736534119       1.0                      -2.0926334857940674      1.4481598138809204       29.397903442382812       442.31201171875          -0.0029295405838638544   0.9501514434814453       0.490317702293396        0.5951898097991943       1.8699419498443604       1.1598200798034668       1.0                      
350                      0.3218353123135037       46006272                 15673.040983620813       6.6295166015625          33.61905288696289        9471                     5.607143402099609        30.015830993652344       106814                   4.188738822937012        0.8842425346374512       -0.0006371752242557704   0.02645416371524334      0.9999356269836426       0.0                      0.6610264778137207       0.02569831907749176      0.9014984369277954       1.0                      -2.144819736480713       1.4653148651123047       26.25791358947754        438.0653991699219        0.017181018367409706     0.9413926005363464       0.4757232666015625       0.6072362661361694       1.8289852142333984       1.0795042514801025       1.0                      
375                      0.34441130227512784      49283072                 16312.333414575165       7.079507827758789        35.63466262817383        7957                     5.980703830718994        31.67771339416504        101155                   4.046982288360596        0.9311885237693787       -0.00030890826019458473  0.02782440185546875      0.9997585415840149       0.0                      0.6232204437255859       0.02410082332789898      0.9017364382743835       1.0                      -2.1449134349823         1.4747004508972168       23.452970504760742       434.2240905761719        0.11700204014778137      0.9676207304000854       0.48482805490493774      0.612066388130188        1.852234125137329        1.0783970355987549       1.0                      
400                      0.3672528176175223       52559872                 15077.025546121251       7.817535400390625        38.249473571777344       8863                     6.305624008178711        33.240272521972656       96333                    3.8602662086486816       0.968112587928772        -0.0017495632637292147   0.03046875074505806      1.000096082687378        0.0                      0.5787806510925293       0.022603152319788933     0.905364990234375        1.0                      -2.3416907787323         1.5093656778335571       20.969886779785156       430.8157653808594        -0.02930532395839691     0.9850174188613892       0.4507766366004944       0.6166534423828125       1.7827401161193848       1.0705902576446533       1.0                      
425                      0.3902161929342482       55836672                 13788.232788554877       8.598831176757812        40.6447639465332         9548                     6.656045436859131        34.9510612487793         91535                    3.7856991291046143       1.0124489068984985       -0.0015819919062778354   0.03114166297018528      0.9998435974121094       0.0                      0.5549663305282593       0.021607685834169388     0.904510498046875        1.0                      -2.2500438690185547      1.5062525272369385       18.793941497802734       427.853271484375         0.05078938603401184      1.0072157382965088       0.4562722444534302       0.6181586980819702       1.7921576499938965       1.0697755813598633       1.0                      
450                      0.41307667440838286      59113472                 14149.782203450533       9.115069389343262        43.094520568847656       8539                     7.086249351501465        36.582183837890625       87422                    3.7666332721710205       1.0542293787002563       -0.00241789105348289     0.03458709642291069      0.9994611740112305       0.0                      0.542964518070221        0.022324057295918465     0.9013641476631165       1.0                      -2.1223065853118896      1.5035982131958008       16.816370010375977       425.0787658691406        -0.02901533804833889     1.0291796922683716       0.46230268478393555      0.6185477375984192       1.824934482574463        1.1022651195526123       1.0                      
475                      0.43632340868314107      62390272                 12360.352291788555       9.760757446289062        46.087284088134766       10369                    7.359671115875244        38.0643310546875         83822                    3.5980374813079834       1.101922631263733        -0.0025224837008863688   0.03672638162970543      1.0001248121261597       0.0                      0.4997274577617645       0.020324556156992912     0.9103286862373352       1.0                      -2.404829263687134       1.533833384513855        15.120402336120605       422.7702331542969        -0.060437485575675964    1.0514624118804932       0.4315010905265808       0.6156598925590515       1.8033192157745361       1.0738725662231445       1.0                      
500                      0.45967457036177317      65667072                 11990.085724618593       10.121322631835938       48.0202522277832         10607                    7.665031433105469        39.25096130371094        81255                    3.6211235523223877       1.151650071144104        -0.0017557156970724463   0.03238983079791069      0.9997782707214355       0.0                      0.4942459166049957       0.019947106018662453     0.905731201171875        1.0                      -2.1487667560577393      1.509285569190979        13.62607479095459        420.7341003417969        0.15971173346042633      1.0765730142593384       0.46720731258392334      0.6203857064247131       1.7829041481018066       1.076167345046997        1.0                      
525                      0.4833979595369763       68943872                 10544.112530719052       10.710102081298828       50.723262786865234       11736                    7.897993087768555        40.233238220214844       79232                    3.5806844234466553       1.1861276626586914       -0.0019911625422537327   0.0434722900390625       0.9999739527702332       0.0                      0.4793098568916321       0.020122529938817024     0.9074478149414062       1.0                      -2.1656601428985596      1.517600655555725        12.307161331176758       418.9369201660156        0.0656948834657669       1.0903711318969727       0.44667601585388184      0.6086321473121643       1.8062658309936523       1.1425750255584717       1.0                      
550                      0.5067032812039057       72220672                 13094.659821675843       10.692357063293457       50.70489501953125        8509                     8.20360279083252         41.392662048339844       76974                    3.4201323986053467       1.2074309587478638       -0.00282997521571815     0.04052276536822319      1.0002260208129883       7.98044563765643e-09     0.44310614466667175      0.017728637903928757     0.9120956659317017       1.0                      -2.375347852706909       1.5495853424072266       11.104339599609375       417.2355651855469        0.020923350006341934     1.1004765033721924       0.43397068977355957      0.6157315969467163       1.791879653930664        1.0700578689575195       1.0                      
575                      0.5301027198632559       75497472                 12188.125330691548       10.964954376220703       52.40220642089844        8831                     8.358236312866211        42.10997009277344        75591                    3.45475172996521         1.3173562288284302       -0.0033188220113515854   0.03523864969611168      0.9997081160545349       3.638570342445746e-05    0.428142786026001        0.01799261011183262      0.9121658205986023       1.0                      -2.491069793701172       1.574129343032837        10.060528755187988       415.7939453125           -0.09560306370258331     1.1500848531723022       0.40380823612213135      0.6185348033905029       1.8283710479736328       1.1474664211273193       1.0                      
600                      0.5541773679521349       78774272                 11235.844929525785       10.82296085357666        51.68239212036133        10179                    8.629021644592285        43.00255584716797        73964                    3.695795774459839        1.5140880346298218       -0.0031912464182823896   0.03453979641199112      0.9999565482139587       6.090044166739972e-07    0.43697983026504517      0.019168628379702568     0.9149368405342102       1.0                      -2.1907174587249756      1.518051266670227        9.079018592834473        414.330810546875         -0.02229728177189827     1.232039213180542        0.4419099986553192       0.5936517715454102       1.7906150817871094       1.085475206375122        1.0                      
625                      0.5779356584284041       82051072                 11270.806747881084       11.495677947998047       53.62543487548828        10001                    8.86011791229248         43.86374282836914        72488                    3.793827533721924        1.5870596170425415       -0.0031452670227736235   0.04065551981329918      0.9995676875114441       3.4222478006995516e-06   0.44198256731033325      0.01913030631840229      0.9099380373954773       1.0                      -1.9497402906417847      1.4802402257919312       8.206618309020996        413.0111389160156        0.1799943745136261       1.2631667852401733       0.482585072517395        0.5865074396133423       1.8243694305419922       1.0779342651367188       1.0                      
650                      0.6014937912093269       85327872                 11721.826376800569       11.511882781982422       53.32984161376953        9092                     9.225057601928711        45.311920166015625       70105                    3.7676448822021484       1.700370192527771        -0.0035478502977639437   0.03828277811408043      0.9996508955955505       6.5557587731746025e-06   0.41416454315185547      0.01859986037015915      0.9168960452079773       1.0                      -2.231300115585327       1.526114583015442        7.482250213623047        411.96954345703125       -0.025528542697429657    1.3054084777832031       0.42882537841796875      0.584936261177063        1.8209731578826904       1.1303024291992188       1.0                      
675                      0.6256377993689644       88604672                 10761.906200863536       12.066383361816406       56.716609954833984       9824                     9.66080379486084         46.62339782714844        68034                    3.7086384296417236       1.7119944095611572       -0.00423289742320776     0.03839416429400444      0.999694287776947        1.6112546290969476e-05   0.4001753032207489       0.018671823665499687     0.9209060668945312       1.0                      -2.2945797443389893      1.5659692287445068       6.799527168273926        410.9036560058594        0.027153145521879196     1.30995774269104         0.4113548994064331       0.5827200412750244       1.8115239143371582       1.1405155658721924       1.0                      
700                      0.6495716904269324       91881472                 10190.515372667795       13.31146240234375        60.829742431640625       10016                    10.024030685424805       48.37625503540039        65427                    3.813016176223755        1.899239420890808        -0.0033144354820251465   0.04508514329791069      1.0000258684158325       7.268154149642214e-06    0.38341808319091797      0.017680330201983452     0.9229690432548523       1.0                      -2.3879945278167725      1.5840282440185547       6.208178520202637        409.9810485839844        -0.011868661269545555    1.3801591396331787       0.3992424011230469       0.5808120369911194       1.7792832851409912       1.0705416202545166       1.0                      
725                      0.6736882442235946       95158272                 9389.965202549016        14.343470573425293       64.38841247558594        10322                    10.641833305358887       50.41714096069336        62716                    3.9772591590881348       2.056915283203125        -0.004238630644977093    0.04118805006146431      1.00003182888031         8.059435458562803e-06    0.3849165439605713       0.018378503620624542     0.9248596429824829       1.0                      -2.2728257179260254      1.5841070413589478       5.6617279052734375       409.0773620605469        0.013967659324407578     1.435832142829895        0.4089500308036804       0.5695645213127136       1.828138828277588        1.1161797046661377       1.0                      
750                      0.6990554802947574       98435072                 7927.541778251315        15.861856460571289       69.71143341064453        12186                    11.220062255859375       52.281593322753906       60367                    4.117910385131836        2.2794058322906494       -0.00413530832156539     0.04817352443933487      1.000036597251892        1.3221522749518044e-05   0.3685278594493866       0.018251387402415276     0.9294266104698181       1.0                      -2.4040818214416504      1.6290804147720337       5.187902450561523        408.2843933105469        -0.04052167385816574     1.5116511583328247       0.3739390969276428       0.5631479024887085       1.795241117477417        1.0747501850128174       1.0                      
775                      0.7242101803090837       101711872                7734.829056711026        16.658939361572266       72.5580062866211         11895                    12.124380111694336       55.034732818603516       57122                    3.9359402656555176       2.227034330368042        -0.004527998622506857    0.04888305813074112      0.999478280544281        2.4437529646093026e-05   0.3426866829395294       0.01698531024158001      0.9281890988349915       1.0                      -2.68049955368042        1.7457655668258667       4.752080917358398        407.48663330078125       0.04592142254114151      1.494431495666504        0.35432490706443787      0.5940800905227661       1.8324532508850098       1.1021811962127686       1.0                      
800                      0.7502743748823801       104988672                7079.966287070299        18.945043563842773       78.64136505126953        11136                    13.370492935180664       58.169273376464844       53811                    4.6221747398376465       2.9382941722869873       -0.004739781841635704    0.05135193094611168      0.9997974634170532       5.0005091907223687e-05   0.33772388100624084      0.017041122540831566     0.9332000613212585       1.0                      -2.615410804748535       1.748103141784668        4.360239505767822        406.7715759277344        0.017454680055379868     1.7170729637145996       0.3509882986545563       0.5699602365493774       1.897256851196289        1.1652634143829346       1.0                      
825                      0.7771242224507862       108265472                6570.248985339004        23.2342529296875         92.88823699951172        10460                    15.402777671813965       64.68980407714844        48025                    5.22145938873291         3.5909581184387207       -0.0054685031063854694   0.05333557352423668      0.9996891021728516       4.071390503668226e-05    0.32719406485557556      0.016875406727194786     0.9380432367324829       1.0                      -2.654632568359375       1.7795448303222656       4.018208980560303        406.1318359375           0.05426902696490288      1.8982295989990234       0.3357219696044922       0.5551759600639343       1.7965383529663086       1.0775632858276367       1.0                      
850                      0.8040747066338857       111542272                6475.27087974803         34.93417739868164        123.02639770507812       7353                     18.405235290527344       73.10243225097656        41917                    6.558924198150635        4.9976067543029785       -0.006363044958561659    0.04958954080939293      1.0004527568817139       2.1332436517695896e-05   0.3135358989238739       0.01670059934258461      0.947070300579071        1.0                      -2.7020184993743896      1.830142855644226        3.7138869762420654       405.5361022949219        0.0619954839348793       2.239868640899658        0.3115297555923462       0.5280472040176392       1.9291653633117676       1.150402307510376        1.0                      
875                      0.8306248346964519       114819072                6617.590172611168        63.89036178588867        197.7416534423828        4878                     24.879459381103516       90.04485321044922        33011                    8.743882179260254        7.29489278793335         -0.0076347822323441505   0.05949096754193306      1.0003162622451782       1.7505153664387763e-05   0.29132482409477234      0.016129836440086365     0.959698498249054        1.0                      -2.8224523067474365      1.9091970920562744       3.4469077587127686       404.9831237792969        0.08720046281814575      2.706622362136841        0.26547151803970337      0.48086225986480713      1.87738037109375         1.1854381561279297       1.0                      
900                      0.8560508006148868       118095872                7116.10580011955         88.46295928955078        265.7236022949219        4182                     39.168827056884766       126.11722564697266       22435                    10.659836769104004       9.320504188537598        -0.009911773726344109    0.05986480787396431      0.9998926520347595       2.1301482775015756e-05   0.26984909176826477      0.015360714867711067     0.969134509563446        1.0                      -2.9339232444763184      2.011993885040283        3.216249942779541        404.4632568359375        0.14365838468074799      3.061384916305542        0.23095348477363586      0.4427708685398102       1.8393421173095703       1.1247222423553467       1.0                      
925                      0.8809844562080171       121372672                7606.001657599675        105.12052154541016       279.5899353027344        4136                     61.00924301147461        178.27896118164062       15343                    11.423052787780762       10.135872840881348       -0.012394572608172894    0.06638336181640625      1.0000919103622437       5.220322236709762e-06    0.2599148452281952       0.015294849872589111     0.9768753051757812       1.0                      -2.893014907836914       2.0638954639434814       3.0141425132751465       403.9721374511719        0.07262556254863739      3.1909217834472656       0.21221113204956055      0.3960389792919159       1.8128821849822998       1.1165809631347656       1.0                      
950                      0.9054370439052581       124649472                8354.34138181336         116.33907318115234       286.45751953125          4107                     79.50762939453125        212.0330047607422        12665                    10.572859764099121       9.326268196105957        -0.01672500930726528     0.06016998365521431      0.9999498724937439       3.583468924261979e-06    0.25266319513320923      0.0151373241096735       0.981964111328125        1.0                      -2.89323091506958        2.10121750831604         2.8388195037841797       403.5291442871094        0.028401285409927368     3.061687469482422        0.20108988881111145      0.3638443648815155       1.792712688446045        1.1087098121643066       1.0                      
975                      0.9299392207463583       127926272                7975.326289858837        122.53306579589844       282.9961242675781        4117                     92.20227813720703        234.57669067382812       11229                    10.710305213928223       9.481236457824707        -0.016443384811282158    0.06401367485523224      1.0000594854354858       5.847256034030579e-06    0.2491028606891632       0.015398137271404266     0.9871307611465454       1.0                      -2.8560540676116943      2.121946334838867        2.6814661026000977       403.11346435546875       -0.1295810043811798      3.0888633728027344       0.19140157103538513      0.31636226177215576      1.7654459476470947       1.0743625164031982       1.0                      
1000                     0.9541612028413349       131203072                8304.667448498087        126.32176971435547       287.67333984375          4105                     99.6469955444336         244.3612060546875        10662                    11.054409980773926       9.83555793762207         -0.017045287415385246    0.06936340779066086      1.000391960144043        4.004824404546525e-06    0.24717934429645538      0.015876268967986107     0.9898681640625          1.0                      -2.8706624507904053      2.1491591930389404       2.539016008377075        402.718994140625         -0.2551514208316803      3.1483850479125977       0.18483620882034302      0.2912493348121643       1.744156837463379        1.0727241039276123       1.0                      
1025                     0.9782082968950272       134479872                8414.62005890432         132.05735778808594       289.107177734375         4105                     106.78472137451172       252.40060424804688       10233                    10.615015983581543       9.39957332611084         -0.018846243619918823    0.07208404690027237      1.0002816915512085       6.8162808020133525e-06   0.24685798585414886      0.016202140599489212     0.9918243288993835       1.0                      -2.8212010860443115      2.1585304737091064       2.3819141387939453       402.2589111328125        -0.26942697167396545     3.077303171157837        0.18453946709632874      0.26796755194664         1.8035080432891846       1.0833959579467773       1.0                      
1050                     1.0023182655705345       137756672                8142.901151439222        132.07481384277344       287.9378967285156        4106                     112.7846450805664        258.9880676269531        9895                     11.049309730529785       9.834816932678223        -0.018515294417738914    0.07316131889820099      1.0000770092010498       5.448934643936809e-06    0.246601864695549        0.016466788947582245     0.9930252432823181       1.0                      -2.8105180263519287      2.159597635269165        2.2409722805023193       401.824951171875         -0.34367185831069946     3.152242660522461        0.18283070623874664      0.2535766363143921       1.7547574043273926       1.0934569835662842       1.0                      
1075                     1.0263557196988          141033472                8258.888406208684        132.60308837890625       290.15789794921875       4104                     114.53482818603516       257.5281066894531        9972                     11.549602508544922       10.330126762390137       -0.019363626837730408    0.06367798149585724      0.9999603629112244       7.322163583012298e-06    0.247767373919487        0.016715509817004204     0.9933746457099915       1.0                      -2.7779624462127686      2.152198314666748        2.1036808490753174       401.3829040527344        -0.35867923498153687     3.2282886505126953       0.1875426471233368       0.24723005294799805      1.7480032444000244       1.084120273590088        1.0                      
1100                     1.0502523659997516       144310272                8494.385234243078        134.88177490234375       289.844482421875         4103                     120.08281707763672       263.7134704589844        9680                     11.025164604187012       9.79306697845459         -0.019156087189912796    0.06395568698644638      0.9999104738235474       8.216984497266822e-06    0.2502506673336029       0.01725800149142742      0.9937515258789062       1.0                      -2.7673022747039795      2.145237445831299        1.9710654020309448       400.9333801269531        -0.3048233985900879      3.145432710647583        0.18984955549240112      0.24224711954593658      1.735731840133667        1.0679254531860352       1.0                      
1125                     1.0741051553355323       147587072                8518.239234314535        136.44215393066406       290.87451171875          4104                     121.94786071777344       263.8312683105469        9683                     12.644659996032715       11.41116714477539        -0.018208114430308342    0.07381134480237961      1.00020170211792         1.0001915143220685e-05   0.2503407299518585       0.0174956563860178       0.9937958121299744       1.0                      -2.7779245376586914      2.1349804401397705       1.8453625440597534       400.48675537109375       -0.4430045485496521      3.399179697036743        0.18944665789604187      0.23978863656520844      1.7335832118988037       1.0771050453186035       1.0                      
1150                     1.0978829065296385       150863872                8631.19900582199         140.75804138183594       292.1853942871094        4105                     125.5682144165039        265.7984924316406        9607                     12.776033401489258       11.540450096130371       -0.01827508583664894     0.07519836723804474      1.0000656843185425       9.42022779781837e-06     0.25077173113822937      0.017474278807640076     0.9940201044082642       1.0                      -2.7391295433044434      2.1274056434631348       1.7298048734664917       400.0501403808594        -0.4256032109260559      3.4231860637664795       0.1947535276412964       0.23632344603538513      1.7971751689910889       1.117868185043335        1.0                      
1175                     1.1214406541983286       154140672                8908.982083971263        143.76194763183594       293.9382629394531        4100                     129.50474548339844       268.17987060546875       9488                     12.725050926208496       11.495501518249512       -0.019699987024068832    0.06811370700597763      0.9998940825462341       5.761584179708734e-05    0.24984972178936005      0.017634563148021698     0.994598388671875        1.0                      -2.755162477493286       2.131451368331909        1.627444863319397        399.6332092285156        -0.44397422671318054     3.4104955196380615       0.19260463118553162      0.2299887239933014       1.7245302200317383       1.0730819702148438       1.0                      
1200                     1.1446822602219051       157417472                9213.886921068151        147.36502075195312       296.2357177734375        4098                     133.13487243652344       271.1925354003906        9336                     12.790424346923828       11.563931465148926       -0.018537022173404694    0.08381195366382599      1.0001823902130127       4.304889444028959e-05    0.24900613725185394      0.0177442766726017       0.9955245852470398       1.0                      -2.757228374481201       2.1299550533294678       1.532650351524353        399.2196350097656        -0.4722515940666199      3.424245834350586        0.18977637588977814      0.21404936909675598      1.7110402584075928       1.0856027603149414       1.0                      
1225                     1.1680421259005864       160694272                8891.183159153165        145.21124267578125       294.5848083496094        4097                     134.11973571777344       270.0926208496094        9382                     12.560935020446777       11.332831382751465       -0.01916259340941906     0.0709686279296875       0.9998850226402283       2.3909698938950896e-05   0.24945242702960968      0.017863743007183075     0.9951278567314148       1.0                      -2.7683935165405273      2.1215784549713135       1.4490251541137695       398.8240051269531        -0.4842943549156189      3.3874380588531494       0.19197320938110352      0.22279606759548187      1.681145429611206        1.0858521461486816       1.0                      
1250                     1.1911608498626285       163971072                9509.266232439848        152.31472778320312       296.3509826660156        4097                     135.90879821777344       272.0769348144531        9316                     13.188872337341309       11.95229721069336        -0.020278921350836754    0.069366455078125        1.0001548528671265       2.1869860574952327e-05   0.2513708472251892       0.01793566159904003      0.9949554800987244       1.0                      -2.7357287406921387      2.1125054359436035       1.3723376989364624       398.4344787597656        -0.49018657207489014     3.4827582836151123       0.1978696584701538       0.22532688081264496      1.705916166305542        1.0841827392578125       1.0                      
1275                     1.2143472967545192       167247872                8969.783332594221        152.00479125976562       295.03759765625          4099                     139.46173095703125       275.4827880859375        9144                     13.260729789733887       12.027567863464355       -0.019768347963690758    0.07403564453125         1.000551462173462        1.4412902601179667e-05   0.2505858838558197       0.01789252832531929      0.9956909418106079       1.0                      -2.733907461166382       2.110041379928589        1.3130195140838623       398.0860290527344        -0.5263248682022095      3.4907453060150146       0.19698256254196167      0.21214976906776428      1.7259490489959717       1.0768053531646729       1.0                      
1300                     1.2371988634930717       170524672                9533.559123915848        155.02098083496094       297.0830078125           4096                     142.41236877441406       277.0827331542969        9080                     13.185081481933594       11.949976921081543       -0.019680006429553032    0.07792206108570099      1.0001575946807861       2.0993615180486813e-05   0.2509569525718689       0.017928186804056168     0.9956192374229431       1.0                      -2.7038886547088623      2.1107404232025146       1.254126787185669        397.72589111328125       -0.5340217351913452      3.484494924545288        0.20091107487678528      0.21687151491641998      1.7300310134887695       1.0701260566711426       1.0                      
1325                     1.2600327495071624       173801472                9623.368261394071        156.00709533691406       298.583251953125         4096                     144.9872283935547        278.9278259277344        9012                     13.37399959564209        12.13805866241455        -0.01997465081512928     0.07570800930261612      1.0001764297485352       3.858716445392929e-05    0.25118288397789         0.01815246231853962      0.9963852167129517       1.0                      -2.73602294921875        2.1005523204803467       1.1954880952835083       397.3558044433594        -0.5983561277389526      3.529306411743164        0.19733592867851257      0.2091052383184433       1.7249035835266113       1.1085493564605713       1.0                      
1350                     1.282946099307802        177078272                9475.838915510109        158.36553955078125       298.1049499511719        4097                     145.4458465576172        278.04339599609375       9047                     14.055740356445312       12.809272766113281       -0.018918095156550407    0.07604370266199112      1.0002131462097168       1.9968667402281426e-05   0.25307726860046387      0.018305739387869835     0.9957931637763977       1.0                      -2.7463626861572266      2.0903573036193848       1.1423758268356323       396.99462890625          -0.6135427951812744      3.6056582927703857       0.20234890282154083      0.21912126243114471      1.7511248588562012       1.074974536895752        1.0                      
